0,7532.6
0.25,7359.7
0.5,7190.6
0.75,7025.4
1,6864.1
1.25,6706.6
1.5,6552.7
1.75,6402.2
2,6255.1
2.25,6111.5
2.5,5971.3
2.75,5834.1
3,5700
3.25,5569
3.5,5441.1
3.75,5316.2
4,5194.2
4.25,5074.9
4.5,4958.4
4.75,4844.6
5,4733.4
5.25,4624.7
5.5,4518.5
5.75,4414.8
6,4313.4
6.25,4214.2
6.5,4117.3
6.75,4022.7
7,3930.4
7.25,3840.2
7.5,3752.1
7.75,3665.9
8,3581.7
8.25,3499.5
8.5,3419.3
8.75,3340.9
9,3264.1
9.25,3188.9
9.5,3115.5
9.75,3043.9
10,2974.1
10.25,2906
10.5,2839.6
10.75,2774.7
11,2711.2
11.25,2649.2
11.5,2588.7
11.75,2529.5
12,2471.7
12.25,2415.2
12.5,2360
12.75,2306
13,2253.3
13.25,2201.8
13.5,2151.4
13.75,2102.2
14,2054.2
14.25,2007.2
14.5,1961.3
14.75,1916.3
15,1872.2
