0,7532.6
0.1,7463
0.2,7393.9
0.3,7325.5
0.4,7257.8
0.5,7190.6
0.6,7124.1
0.7,7058.1
0.8,6992.8
0.9,6928.2
1,6864.1
1.1,6800.7
1.2,6737.8
1.3,6675.5
1.4,6613.8
1.5,6552.7
1.6,6492.1
1.7,6432
1.8,6372.5
1.9,6313.5
2,6255.1
2.1,6197.3
2.2,6140
2.3,6083.2
2.4,6027
2.5,5971.3
2.6,5916.1
2.7,5861.3
2.8,5807
2.9,5753.3
3,5700
3.1,5647.2
3.2,5595
3.3,5543.2
3.4,5491.9
3.5,5441.1
3.6,5390.8
3.7,5341
3.8,5291.6
3.9,5242.7
4,5194.2
4.1,5146.2
4.2,5098.6
4.3,5051.4
4.4,5004.7
4.5,4958.4
4.6,4912.6
4.7,4867.1
4.8,4822.2
4.9,4777.6
5,4733.4
5.1,4689.6
5.2,4646.2
5.3,4603.3
5.4,4560.7
5.5,4518.5
5.6,4476.7
5.7,4435.3
5.8,4394.3
5.9,4353.7
6,4313.4
6.1,4273.5
6.2,4233.9
6.3,4194.7
6.4,4155.8
6.5,4117.3
6.6,4079.2
6.7,4041.4
6.8,4004.1
6.9,3967.1
7,3930.4
7.1,3894.1
7.2,3858.1
7.3,3822.4
7.4,3787.1
7.5,3752.1
7.6,3717.4
7.7,3683
7.8,3648.9
7.9,3615.1
8,3581.7
8.1,3548.6
8.2,3515.8
8.3,3483.3
8.4,3451.2
8.5,3419.3
8.6,3387.7
8.7,3356.4
8.8,3325.4
8.9,3294.6
9,3264.1
9.1,3233.8
9.2,3203.8
9.3,3174.1
9.4,3144.7
9.5,3115.5
9.6,3086.6
9.7,3058.1
9.8,3029.8
9.9,3001.8
10,2974.1
10.1,2946.7
10.2,2919.5
10.3,2892.6
10.4,2866
10.5,2839.6
10.6,2813.4
10.7,2787.5
10.8,2761.8
10.9,2736.4
11,2711.2
11.1,2686.2
11.2,2661.5
11.3,2637
11.4,2612.7
11.5,2588.7
11.6,2564.9
11.7,2541.3
11.8,2517.9
11.9,2494.7
12,2471.7
12.1,2448.9
12.2,2426.4
12.3,2404.1
12.4,2381.9
12.5,2360
12.6,2338.3
12.7,2316.7
12.8,2295.4
12.9,2274.3
13,2253.3
13.1,2232.5
13.2,2212
13.3,2191.6
13.4,2171.4
13.5,2151.4
13.6,2131.6
13.7,2112
13.8,2092.5
13.9,2073.3
14,2054.2
14.1,2035.3
14.2,2016.6
14.3,1998
14.4,1979.6
14.5,1961.3
14.6,1943.2
14.7,1925.2
14.8,1907.4
14.9,1889.8
15,1872.2
